id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
3814,17,,33,Hispanic,Police Officer,33
3874,17,,9,White,Police Officer,9
3924,17,,6,White,Police Officer,7
4087,17,,22,White,Police Officer,22
4126,17,,9,White,Police Officer,9
4302,17,,35,Hispanic,Police Officer,35
4389,17,,15,Black,Police Officer,15
4409,17,,15,White,Police Officer,15
4435,17,,25,White,Field Training Officer,25
4509,17,,2,White,Detective,2
4549,17,,12,Asian/Pacific,Police Officer,12
4557,17,,1,Asian/Pacific,Police Officer,1
4584,17,,12,White,Police Officer,12
4658,17,,8,Hispanic,Police Officer,8
4903,17,,4,Hispanic,Police Officer,4
4908,17,,20,Black,Police Officer,20
4918,17,,18,Black,Sergeant,18
4931,17,,12,Black,Police Officer,12
5000,17,,21,White,Sergeant,21
5117,17,,13,White,Police Officer,13
5209,17,,2,White,Police Officer,2
5220,17,,22,White,Police Officer,22
5226,17,,6,White,Police Officer,6
5235,17,,5,White,Sergeant,5
5287,17,Black,2,White,Police Officer,2
5287,17,,1,White,Police Officer,1
5333,17,,9,Black,Police Officer,9
5379,17,,7,Hispanic,Police Officer,7
5439,17,,51,Hispanic,Police Officer,52
5474,17,,13,White,Police Officer,13
5560,17,,21,Black,Field Training Officer,21
5772,17,,11,White,Police Officer,11
5859,17,,14,White,Police Officer,14
5879,17,,25,White,Police Officer,25
6021,17,,4,White,Police Officer,4
6044,17,,2,White,Police Officer,2
6216,17,,17,White,Police Officer,18
6290,17,Black,2,Black,Police Officer,2
6290,17,White,2,Black,Police Officer,2
6290,17,,9,Black,Police Officer,9
6322,17,,8,White,Field Training Officer,8
6328,17,,3,Black,Police Officer,3
6357,17,,1,Black,Police Officer,1
6357,17,Black,3,Black,Police Officer,3
6357,17,,25,Black,Police Officer,25
6365,17,,16,Black,Police Officer,16
6380,17,,16,Black,Police Officer,16
6450,17,,7,White,Police Officer,7
6585,17,,32,White,Police Officer,32
6603,17,,18,Hispanic,Police Officer,18
6613,17,,11,Hispanic,Police Officer,11
6669,17,,9,Hispanic,Police Officer,9
6700,17,,16,Hispanic,Police Officer,17
6731,17,,7,White,Police Officer,7
6765,17,,40,White,Sergeant,40
6869,17,,11,Black,Police Officer,11
7035,17,,21,White,Detective,21
7108,17,,13,Hispanic,Police Officer,13
7146,17,Black,2,White,Police Officer,2
7146,17,,2,White,Police Officer,2
7157,17,,8,White,Police Officer,8
7216,17,,54,White,Police Officer,54
7322,17,,19,White,Police Officer,19
7372,17,Black,2,White,Police Officer,2
7522,17,,5,White,Police Officer,5
7538,17,,50,Black,Police Officer,50
7564,17,,6,White,Police Officer,6
7566,17,,38,White,Police Officer,38
7587,17,,27,Hispanic,Police Officer,27
7718,17,,4,White,Police Officer,4
7751,17,,24,White,Field Training Officer,24
7771,17,,55,Black,Police Officer,55
7773,17,,4,White,Sergeant,4
8028,17,,10,Hispanic,Police Officer,10
8033,17,,12,Hispanic,Police Officer,12
8120,17,,2,White,Detective,2
8241,17,,14,Hispanic,Police Officer,14
8279,17,,24,White,Police Officer,24
8358,17,,6,Black,Lieutenant,6
8366,17,,21,White,Sergeant,21
8406,17,,18,Hispanic,Sergeant,18
8455,17,,2,White,Police Officer,2
8484,17,,8,White,Detective,8
8588,17,,12,White,Sergeant,12
8659,17,,16,White,Police Officer,16
8713,17,,36,White,Sergeant,36
8717,17,,20,White,Police Officer,20
8802,17,,33,Hispanic,Police Officer,34
8868,17,,6,White,Police Officer,6
8891,17,,12,White,Police Officer,12
9087,17,,31,Black,Police Officer,31
9094,17,,30,White,Police Officer,30
9151,17,,17,White,Police Officer,17
9192,17,,2,Black,Sergeant,2
9289,17,,11,Black,Police Officer,11
9324,17,,47,White,Police Officer,47
9348,17,,6,Black,Police Officer,6
9349,17,,2,Black,Police Officer,2
9417,17,,22,Hispanic,Police Officer,22
9531,17,,7,Hispanic,Police Officer,7
9568,17,,3,Hispanic,Police Officer,3
9586,17,,6,Hispanic,Police Officer,6
9697,17,,75,Hispanic,Police Officer,75
9701,17,,25,Hispanic,Police Officer,25
9719,17,,8,Black,Police Officer,8
9863,17,,25,White,Sergeant,25
9888,17,,29,White,Police Officer,29
9895,17,,15,White,Police Officer,15
9906,17,,33,White,Field Training Officer,33
9915,17,,6,Hispanic,Police Officer,6
9935,17,,4,White,Police Officer,4
10012,17,,63,Black,Police Officer,63
10024,17,,12,Hispanic,Police Officer,12
10031,17,,17,White,Police Officer,17
10168,17,,8,Hispanic,Police Officer,8
10321,17,,32,Hispanic,Police Officer,32
10325,17,,8,Hispanic,Police Officer,8
10347,17,,11,Hispanic,Police Officer,11
10352,17,,65,Hispanic,Police Officer,65
10420,17,,24,White,Police Officer,24
10511,17,,38,White,Police Officer,38
10632,17,,16,Black,Police Officer,16
10776,17,,12,White,Police Officer,12
10852,17,,13,White,Police Officer,13
11088,17,,20,Hispanic,Police Officer,20
11116,17,,42,White,Police Officer,42
11137,17,,14,White,Police Officer,14
11187,17,,15,White,Police Officer,15
11191,17,,6,White,Police Officer,6
11243,17,,47,White,Police Officer,47
11251,17,,11,White,Police Officer,11
11277,17,,16,White,Police Officer,16
11288,17,,8,Black,Police Officer,8
11346,17,,6,White,Detective,6
11401,17,,10,White,Police Officer,10
11436,17,,48,White,Police Officer,48
11458,17,,10,Black,Police Officer,10
11469,17,,35,White,Police Officer,35
11522,17,,12,Black,Sergeant,12
11731,17,,2,Black,Police Officer,2
11731,17,Black,5,Black,Police Officer,5
11731,17,White,2,Black,Police Officer,2
11731,17,,18,Black,Police Officer,18
11755,17,Black,2,White,Police Officer,2
11755,17,,43,White,Police Officer,43
11777,17,,37,Black,Police Officer,37
11954,17,,4,White,Detective,4
11980,17,,2,Black,Police Officer,2
11980,17,Asian/Pacific Islander,2,Black,Police Officer,2
11980,17,Black,5,Black,Police Officer,5
11980,17,Hispanic,5,Black,Police Officer,5
11980,17,White,2,Black,Police Officer,2
11980,17,,97,Black,Police Officer,97
12000,17,,34,White,Police Officer,35
12039,17,,7,Hispanic,Police Officer,7
12047,17,,25,Hispanic,Police Officer,25
12054,17,,12,Hispanic,Sergeant,12
12094,17,,6,White,Sergeant,6
12096,17,,1,Black,Police Officer,1
12118,17,,19,White,Police Officer,19
12199,17,,27,Black,Police Officer,27
12282,17,,15,Black,Police Officer,15
12290,17,,2,Black,Police Officer,2
12373,17,,42,White,Police Officer,42
12455,17,Black,3,Black,Police Officer,3
12455,17,Hispanic,4,Black,Police Officer,4
12455,17,White,3,Black,Police Officer,3
12455,17,,15,Black,Police Officer,15
12518,17,,10,Hispanic,Sergeant,10
12532,17,,6,Black,Detective,6
12667,17,,28,White,Police Officer,28
12708,17,,14,Black,Police Officer,14
12802,17,,24,Black,Police Officer,24
12819,17,,2,White,Police Officer,2
12834,17,,32,White,Police Officer,32
12857,17,,15,Black,Police Officer,15
12881,17,,4,White,Police Officer,4
12884,17,,13,Hispanic,Police Officer,13
12912,17,,9,White,Sergeant,9
12977,17,,29,White,Lieutenant,29
12984,17,,3,Asian/Pacific,Police Officer,3
13043,17,,21,White,Sergeant,21
13074,17,,2,Black,Police Officer,2
13304,17,,55,White,Police Officer,55
13311,17,,15,White,Police Officer,15
13394,17,,15,Black,Police Officer,15
13491,17,,10,Black,Police Officer,10
13496,17,,19,Black,Police Officer,19
13522,17,,35,White,Police Officer,35
13635,17,,5,Black,Sergeant,5
13666,17,,21,Black,Police Officer,21
13744,17,,22,Black,Police Officer,22
13942,17,,20,White,Police Officer,20
14169,17,,42,White,Police Officer,42
14343,17,White,2,Black,Police Officer,2
14343,17,,10,Black,Police Officer,10
14347,17,,11,Asian/Pacific,Police Officer,11
14356,17,,14,White,Detective,14
14433,17,,13,White,Police Officer,13
14526,17,,31,White,Police Officer,31
14605,17,,25,White,Sergeant,25
14635,17,White,1,Black,Police Officer,1
14635,17,,17,Black,Police Officer,17
14665,17,,28,White,Police Officer,28
14703,17,,2,White,Detective,2
14738,17,,27,White,Sergeant,27
14739,17,,19,White,Police Officer,19
14777,17,,6,White,Police Officer,6
14788,17,Black,1,White,Police Officer,1
14814,17,,17,White,Police Officer,17
15223,17,,2,White,Police Officer,2
15251,17,,25,White,Police Officer,25
15382,17,,12,White,Police Officer,12
15421,17,,16,White,Police Officer,16
15525,17,,11,Black,Police Officer,11
15562,17,,35,Hispanic,Police Officer,35
15630,17,,14,White,Police Officer,14
15730,17,,15,Hispanic,Police Officer,15
15854,17,,19,White,Detective,19
15866,17,,32,Asian/Pacific,Police Officer,32
16017,17,,12,White,Police Officer,12
16126,17,,2,White,Police Officer,2
16126,17,Black,2,White,Police Officer,2
16126,17,Hispanic,2,White,Police Officer,2
16126,17,White,2,White,Police Officer,2
16126,17,,34,White,Police Officer,34
16141,17,,16,Black,Police Officer,16
16175,17,,7,White,Police Officer,7
16245,17,,13,White,Police Officer,13
16385,17,,97,White,Police Officer,98
16445,17,,2,White,Police Officer,2
16777,17,,4,Asian/Pacific,Sergeant,4
16860,17,,20,Hispanic,Police Officer,20
17090,17,,24,White,Police Officer,24
17127,17,,7,White,Police Officer,7
17252,17,,20,White,Police Officer,20
17257,17,,3,Hispanic,Police Officer,3
17258,17,,6,White,Police Officer,6
17300,17,,10,White,Sergeant,10
17521,17,,4,Black,Police Officer,4
17571,17,,10,Hispanic,Police Officer,10
17592,17,,7,White,Police Officer,7
17613,17,,81,Hispanic,Police Officer,82
17625,17,,16,Hispanic,Police Officer,17
17640,17,,19,White,Police Officer,19
17714,17,,6,Hispanic,Police Officer,6
17781,17,,10,White,Police Officer,10
17855,17,,18,White,Police Officer,18
17884,17,,1,White,Police Officer,1
17884,17,Black,4,White,Police Officer,4
17884,17,Hispanic,1,White,Police Officer,1
17884,17,,33,White,Police Officer,33
18591,17,,37,White,Police Officer,37
18592,17,,23,Black,Detective,23
18610,17,,38,White,Sergeant,38
18647,17,,7,White,Police Officer,7
18656,17,,4,White,Police Officer,4
18734,17,,18,White,Police Officer,18
18735,17,,9,White,Detective,9
18742,17,,8,White,Police Officer,8
18804,17,,6,Hispanic,Police Officer,6
18830,17,,31,Hispanic,Police Officer,31
18841,17,,21,Hispanic,Sergeant,21
18904,17,,22,White,Police Officer,22
18974,17,,2,White,Police Officer,2
18974,17,Black,3,White,Police Officer,3
18974,17,,4,White,Police Officer,4
19038,17,,42,White,Police Officer,42
19199,17,,34,Black,Police Officer,34
19228,17,,16,Hispanic,Police Officer,16
19235,17,,11,Hispanic,Police Officer,11
19327,17,,8,White,Police Officer,8
19375,17,,14,Hispanic,Police Officer,14
19396,17,,22,White,Police Officer,22
19452,17,,16,Black,Detective,16
19529,17,,5,Hispanic,Police Officer,5
19546,17,,9,Hispanic,Police Officer,9
19564,17,,24,White,Police Officer,24
19754,17,,40,Black,Police Officer,40
19776,17,,5,Black,Police Officer,5
19838,17,,8,White,Police Officer,8
19851,17,,8,Black,Police Officer,8
19853,17,,7,Black,Police Officer,7
19901,17,Black,2,White,Police Officer,2
19976,17,,9,White,Police Officer,9
20057,17,,54,White,Police Officer,54
20107,17,,16,Black,Police Officer,16
20183,17,,12,White,Police Officer,12
20218,17,,60,White,Police Officer,60
20278,17,,7,Hispanic,Police Officer,7
20283,17,,9,Hispanic,Police Officer,9
20294,17,,52,Black,Detective,52
20341,17,,7,Black,Police Officer,7
20373,17,,15,Black,Police Officer,15
20458,17,,27,Black,Police Officer,27
20517,17,,9,White,Police Officer,9
20788,17,Black,3,White,Police Officer,3
20788,17,,7,White,Police Officer,7
20798,17,,37,White,Police Officer,37
20807,17,,23,White,Police Officer,23
21042,17,,3,White,Police Officer,3
21059,17,Black,2,White,Sergeant,2
21059,17,,27,White,Sergeant,27
21124,17,,98,White,Sergeant,99
21133,17,,26,White,Police Officer,26
21145,17,,20,Hispanic,Police Officer,20
21189,17,,28,Black,Detective,28
21220,17,,59,White,Police Officer,59
21252,17,,6,Hispanic,Police Officer,6
21253,17,,15,Hispanic,Police Officer,15
21265,17,Black,4,Hispanic,Detective,4
21265,17,,45,Hispanic,Detective,45
21283,17,,24,White,Sergeant,24
21339,17,,47,Hispanic,Police Officer,47
21379,17,,15,White,Police Officer,15
21415,17,,20,Hispanic,Police Officer,21
21512,17,,10,Hispanic,Police Officer,10
21619,17,,21,Hispanic,Police Officer,21
21684,17,,21,White,Police Officer,21
21775,17,,23,White,Police Officer,23
21795,17,,2,White,Police Officer,2
21883,17,,59,White,Police Officer,59
21902,17,,6,Hispanic,Police Officer,6
21911,17,,11,White,Police Officer,11
21913,17,,10,White,Police Officer,10
21917,17,,1,White,Police Officer,1
21999,17,,17,White,Police Officer,17
22150,17,,46,Hispanic,Police Officer,46
22258,17,,19,White,Police Officer,19
22265,17,,5,Hispanic,Police Officer,5
22270,17,,13,Hispanic,Police Officer,13
22485,17,,30,Black,Police Officer,30
22487,17,,4,White,Police Officer,4
22502,17,,25,Black,Police Officer,25
22504,17,,17,Black,Field Training Officer,17
22911,17,,39,Black,Police Officer,39
22921,17,,7,White,Police Officer,7
22957,17,,18,White,Police Officer,18
23035,17,,10,Hispanic,Police Officer,10
23050,17,,11,White,Police Officer,11
23167,17,,32,White,Police Officer,32
23181,17,,16,Black,Police Officer,16
23190,17,,25,Asian/Pacific,Police Officer,25
23254,17,,25,Hispanic,Field Training Officer,25
23266,17,,33,Hispanic,Police Officer,33
23538,17,,2,Hispanic,Police Officer,2
23595,17,,11,White,Police Officer,11
23706,17,,3,White,Sergeant,3
23774,17,,7,Hispanic,Lieutenant,7
23815,17,,19,Hispanic,Police Officer,19
23951,17,,41,White,Sergeant,41
23980,17,,17,White,Police Officer,17
24056,17,,4,White,Police Officer,4
24058,17,,13,Hispanic,Police Officer,13
24104,17,,7,Hispanic,Police Officer,7
24208,17,Black,4,Black,Sergeant,4
24208,17,White,1,Black,Sergeant,1
24208,17,,2,Black,Sergeant,2
24213,17,,10,Black,Police Officer,10
24295,17,,2,Hispanic,Police Officer,2
24359,17,,47,Hispanic,Police Officer,47
24404,17,Black,2,Hispanic,Police Officer,2
24404,17,,5,Hispanic,Police Officer,5
24434,17,,18,Hispanic,Police Officer,18
24504,17,,17,Asian/Pacific,Police Officer,17
24513,17,,9,White,Police Officer,9
24536,17,,34,Hispanic,Police Officer,34
24655,17,,8,Hispanic,Police Officer,8
24758,17,,46,White,Police Officer,47
24774,17,,19,Hispanic,Police Officer,19
24908,17,,8,Hispanic,Police Officer,8
24941,17,,102,White,Field Training Officer,102
25026,17,,2,White,Lieutenant,2
25120,17,,12,White,Police Officer,12
25138,17,,18,White,Police Officer,18
25151,17,,7,White,Police Officer,7
25160,17,,19,White,Police Officer,19
25177,17,,50,Hispanic,Police Officer,50
25193,17,,6,Hispanic,Police Officer,7
25198,17,,12,Hispanic,Sergeant,12
25199,17,,19,Hispanic,Police Officer,19
25260,17,,29,Black,Police Officer,29
25265,17,,21,Asian/Pacific,Police Officer,21
25345,17,,50,Black,Police Officer,50
25391,17,,32,White,Police Officer,32
25556,17,Asian/Pacific Islander,2,White,Police Officer,2
25556,17,Black,5,White,Police Officer,5
25556,17,,7,White,Police Officer,7
25627,17,,4,White,Police Officer,4
25685,17,,47,White,Police Officer,47
25786,17,Black,2,White,Police Officer,2
25786,17,White,2,White,Police Officer,2
25786,17,,17,White,Police Officer,17
25917,17,,25,White,Police Officer,25
25942,17,,19,White,Police Officer,19
25971,17,,9,White,Police Officer,9
25994,17,,3,Hispanic,Police Officer,3
26014,17,,15,Hispanic,Police Officer,15
26069,17,,6,White,Police Officer,6
26113,17,,12,White,Sergeant,12
26179,17,,17,Black,Police Officer,17
26182,17,,10,White,Lieutenant,10
26189,17,,17,Black,Police Officer,17
26301,17,,25,Black,Police Officer,25
26379,17,,38,Hispanic,Police Officer,38
26579,17,,1,White,Sergeant,1
26579,17,Black,5,White,Sergeant,5
26579,17,Hispanic,2,White,Sergeant,2
26579,17,White,2,White,Sergeant,2
26579,17,,23,White,Sergeant,23
26821,17,,4,White,Police Officer,4
26865,17,,16,White,Police Officer,16
26880,17,,2,Black,Police Officer,2
26903,17,,13,Black,Police Officer,13
26948,17,,6,White,Sergeant,6
27090,17,Black,4,Black,Police Officer,4
27090,17,,30,Black,Police Officer,30
27115,17,Black,2,Black,Detective,2
27115,17,,11,Black,Detective,11
27229,17,,25,White,Police Officer,25
27386,17,,13,Black,Field Training Officer,13
27424,17,,10,Black,Police Officer,10
27458,17,,20,White,Police Officer,20
27483,17,,2,Black,Sergeant,2
27498,17,,8,White,Lieutenant,8
27509,17,,10,White,Police Officer,10
27542,17,,1,Black,Police Officer,1
27642,17,,23,White,Police Officer,23
27668,17,,37,White,Police Officer,37
27744,17,Black,2,White,Police Officer,2
27890,17,,13,White,Police Officer,13
27927,17,,23,White,Police Officer,23
28173,17,,2,White,Police Officer,2
28186,17,,11,White,Police Officer,11
28340,17,,9,Black,Police Officer,9
28367,17,,15,White,Sergeant,15
28375,17,,2,White,Police Officer,2
28464,17,,26,Black,Police Officer,26
28594,17,,23,Black,Police Officer,23
28643,17,,26,White,Police Officer,26
28760,17,,8,Asian/Pacific,Police Officer,8
28779,17,,10,Hispanic,Sergeant,10
28783,17,Asian/Pacific Islander,2,Hispanic,Field Training Officer,2
28783,17,Black,2,Hispanic,Field Training Officer,2
28783,17,,55,Hispanic,Field Training Officer,55
28831,17,,9,Black,Police Officer,9
28838,17,,30,White,Police Officer,30
28896,17,,3,Hispanic,Police Officer,3
29008,17,,52,White,Police Officer,53
29028,17,,25,White,Police Officer,25
29067,17,,16,Black,Police Officer,16
29096,17,,10,White,Police Officer,10
29126,17,,15,White,Police Officer,15
29128,17,,38,White,Detective,38
29131,17,,18,White,Police Officer,18
29150,17,,17,Black,Police Officer,17
29230,17,,36,Hispanic,Police Officer,36
29270,17,,17,Hispanic,Police Officer,17
29272,17,,16,Hispanic,Police Officer,16
29273,17,,15,Hispanic,Police Officer,15
29450,17,,9,Hispanic,Police Officer,9
29484,17,,30,Hispanic,Police Officer,30
29522,17,,10,Asian/Pacific,Police Officer,10
29538,17,,33,Hispanic,Police Officer,33
29600,17,,24,Hispanic,Detective,24
29614,17,,14,Hispanic,Police Officer,14
29688,17,,31,White,Detective,31
29726,17,,16,White,Police Officer,16
29772,17,,58,White,Police Officer,58
29776,17,,39,White,Police Officer,39
29843,17,,35,Black,Police Officer,35
29971,17,,7,Black,Police Officer,7
30024,17,,8,Black,Police Officer,8
30071,17,,29,White,Field Training Officer,29
30089,17,Asian/Pacific Islander,1,Black,Police Officer,1
30089,17,Black,2,Black,Police Officer,2
